dist|blck|clst|klpid|name|disecode
 bellary           | siruguppa          | kudarhal                  |4210| GHPS BOMMALAPURA                                           |29120801201
 bellary           | siruguppa          | kudarhal                  |4243| GHPS GAJAGINAHAL                                           |29120802201
 bellary           | siruguppa          | kudarhal                  |4197| GHPS KOTHALA CHINTHA                                       |29120804501
 bellary           | siruguppa          | kudarhal                  |4198| GHPS KUDADHARAHAL                                          |29120804601
 bellary           | siruguppa          | kudarhal                  |4195| GLPS    HONNARA HALLI                                      |29120803401
 bellary           | siruguppa          | kudarhal                  |4212| GLPS  MITTE SUGUR                                          |29120805301
 bellary           | siruguppa          | kudarhal                  |4185| GLPS BAIRAGAMANDNNE                                        |29120801401
 bellary           | siruguppa          | kudarhal                  |4188| GLPS GUBBIHAL                                              |29120802401
 bellary           | siruguppa          | kudarhal                  |4199| GLPS HOSA NAGALAPURA                                       |29120804603
 bellary           | siruguppa          | kudarhal                  |4201| GLPS NAGALAPURA                                            |29120806001
 bellary           | siruguppa          | kudarhal                  |4205| GLPS NANDIPURA CAMP                                        |29120800510
 bellary           | siruguppa          | kudarhal                  |4202| GLPS SREEDHARA GADDA                                       |29120806901
 bellary           | siruguppa          | m suguru                  |4267| GHPS    CHENNAPATNA                                        |29120803102
 bellary           | siruguppa          | m suguru                  |4174| GHPS    RUDRAPADHA                                         |29120805802
 bellary           | siruguppa          | m suguru                  |4269| GHPS   MUDDATANUR                                          |29120805501
 bellary           | siruguppa          | m suguru                  |4266| GHPS HAVINAHAL                                             |29120803101
 bellary           | siruguppa          | m suguru                  |4169| GHPS MANNUR                                                |29120805001
 bellary           | siruguppa          | m suguru                  |4170| GHPS MANNUR SUGUR                                          |29120805101
 bellary           | siruguppa          | m suguru                  |4173| GHPS NADAVI                                                |29120805801
 bellary           | siruguppa          | m suguru                  |4171| GLPS    DODDA RAJA CAMP                                    |29120805102
 bellary           | siruguppa          | m suguru                  |4172| GLPS MANNUR SUGUR                                          |29120805104
 bellary           | siruguppa          | m suguru                  |4175| GLPS NADAVI                                                |29120805803
 bellary           | siruguppa          | nadanga                   |4213| GHPS    NADANGA                                            |29120805901
 bellary           | siruguppa          | nadanga                   |4206| GHPS   AGASANUR                                            |29120800101
 bellary           | siruguppa          | nadanga                   |4211| GHPS   ITTIGEHAL                                           |29120803601
 bellary           | siruguppa          | nadanga                   |4217| GHPS   RAVIHAL                                             |29120806401
 bellary           | siruguppa          | nadanga                   |4209| GHPS B.M.SUGURU                                            |29120801101
 bellary           | siruguppa          | nadanga                   |4216| GHPS NAGARAHAL                                             |29120806101
 bellary           | siruguppa          | nadanga                   |4207| GLPS AGASANUR                                              |29120800102
 bellary           | siruguppa          | nadanga                   |4208| GLPS ALABANOOR                                             |29120800301
 bellary           | siruguppa          | nadanga                   |4218| GLPS S.W.S.                                                |29120806402
 bellary           | siruguppa          | nadanga                   |29977| GLPS VENKATAPURA                                           |29120807901
 bellary           | siruguppa          | nadanga                   |4214| GULPS NADANGA                                              |29120805902
 bellary           | siruguppa          | raravi                    |4240| GHPS    SRI NAGAR CAMP                                     |29120800602
 bellary           | siruguppa          | raravi                    |38754| GHPS BAGGURU                                               |29120800601
 bellary           | siruguppa          | raravi                    |4242| GHPS CHANAKANUR                                            |29120801601
 bellary           | siruguppa          | raravi                    |4247| GHPS KARACHIGANUR                                          |29120803901
 bellary           | siruguppa          | raravi                    |4253| GHPS KURUVALLI                                             |29120804801
 bellary           | siruguppa          | raravi                    |4255| GHPS RARAVI                                                |29120806301
 bellary           | siruguppa          | raravi                    |4250| GHPS S.W.S. RARAVI                                         |29120806302
 bellary           | siruguppa          | raravi                    |4262| GHPS TONDEHAL                                              |29120807101
 bellary           | siruguppa          | raravi                    |4260| GLPS INDIRA COLONY                                         |29120806312
 bellary           | siruguppa          | raravi                    |4263| GLPS T.RAMPURA                                             |29120807201
 bellary           | siruguppa          | raravi                    |4257| GULPS RARAVI                                               |29120806303
 bellary           | siruguppa          | sirigeri                  |4264| GHPS DASAPURA                                              |29120801901
 bellary           | siruguppa          | sirigeri                  |4277| GHPS JANATA COLONY                                         |29120806806
 bellary           | siruguppa          | sirigeri                  |4268| GHPS KONCHIGERI                                            |29120804201
 bellary           | siruguppa          | sirigeri                  |4274| GHPS SIRIGERI                                              |29120806802
 bellary           | siruguppa          | sirigeri                  |4276| GHPS SIRIGERI                                              |29120806804
 bellary           | siruguppa          | sirigeri                  |4270| GLPS    LAKSHMI NAGAR CAMP                                 |29120805502
 bellary           | siruguppa          | sirigeri                  |30209| GLPS  MALAPUR                                              |29120805701
 bellary           | siruguppa          | sirigeri                  |4279| GLPS AMBEDKAR NAGAR MUDDATANURU                            |29120805504
 bellary           | siruguppa          | sirigeri                  |4278| GLPS BASAVANA PETE                                         |29120806809
 bellary           | siruguppa          | sirigeri                  |38216| GLPS GUNDIGANUR                                            |29120805505
 bellary           | siruguppa          | sirigeri                  |4272| GLPS SIDDARAMPURA                                          |29120806701
 bellary           | siruguppa          | sirigeri                  |4273| GMHPS SIRIGERI                                             |29120806801
 bellary           | siruguppa          | sirigeri                  |4275| GULPS SIRIGERI                                             |29120806803
 bellary           | siruguppa          | siruguppa 5th ward        |4130| GHPS      7TH  8TH  WARD                                   |29120808411
 bellary           | siruguppa          | siruguppa 5th ward        |4123| GHPS 7TH  8TH WARD                                         |29120808403
 bellary           | siruguppa          | siruguppa 5th ward        |4114| GHPS DESANUR                                               |29120802001
 bellary           | siruguppa          | siruguppa 5th ward        |4119| GHPS IBRAHIMPURA                                           |29120803501
 bellary           | siruguppa          | siruguppa 5th ward        |4113| GLPS    B.B. CAMP                                          |29120800503
 bellary           | siruguppa          | siruguppa 5th ward        |4112| GLPS    BHAGEWADI CAMP                                     |29120800502
 bellary           | siruguppa          | siruguppa 5th ward        |4117| GLPS    G.VIRUPAPURA                                       |29120802004
 bellary           | siruguppa          | siruguppa 5th ward        |4118| GLPS    VINAYAKA NAGAR CAMP                                |29120802005
 bellary           | siruguppa          | siruguppa 5th ward        |4128| GLPS ARS FARM                                              |29120808408
 bellary           | siruguppa          | siruguppa 5th ward        |4116| GLPS S.S.F. DESANUR                                        |29120802003
 bellary           | siruguppa          | siruguppa 5th ward        |38715| GLPS SHESHADRI PURA CAMP                                   |29120800511
 bellary           | siruguppa          | siruguppa 5th ward        |4121| GMHPS 5TH WARD SIRUGUPPA                                   |29120808401
 bellary           | siruguppa          | siruguppa 5th ward        |4126| GUHPS 5TH WARD                                             |29120808406
 bellary           | siruguppa          | siruguppa 5th ward        |4115| GUHPS DESANUR                                              |29120802002
 bellary           | siruguppa          | siruguppa 5th ward        |4120| GULPS IBRAIMPURA                                           |29120808145
 bellary           | siruguppa          | siruguppa 6th ward        |4132| GHPS      ASHRAYA YOJANE                                   |29120808413
 bellary           | siruguppa          | siruguppa 6th ward        |4131| GHPS      K.H.B. COLONY                                    |29120808412
 bellary           | siruguppa          | siruguppa 6th ward        |4124| GHPS  REVENUE QUATERS                                      |29120808404
 bellary           | siruguppa          | siruguppa 6th ward        |4125| GHPS G.S. SIRAGUPPA                                        |29120808405
 bellary           | siruguppa          | siruguppa 6th ward        |4133| GHPS RAJEEV GANDHI NAGAR                                   |29120808428
 bellary           | siruguppa          | siruguppa 6th ward        |4127| GLPS      TELUGU                                           |29120808407
 bellary           | siruguppa          | siruguppa 6th ward        |4134| GLPS DRIVER COLNY  SIRUGUPPA                               |29120808437
 bellary           | siruguppa          | siruguppa 6th ward        |38521| GLPS M.SIDDAPPA NAGAR                                      |29120802104
 bellary           | siruguppa          | siruguppa 6th ward        |4122| GMHPS    6TH WARD SIRUGUPPA                                |29120808402
 bellary           | siruguppa          | siruguppa 6th ward        |4129| GUHPS   GIRLS 6TH WARD                                     |29120808409
 bellary           | siruguppa          | talur                     |4150| GHPS    MOTA SUGUR                                         |29120805401
 bellary           | siruguppa          | talur                     |4153| GHPS    TALUR                                              |29120807001
 bellary           | siruguppa          | talur                     |30312| GHPS   KOORIGANOOR                                         |29120804701
 bellary           | siruguppa          | talur                     |4143| GHPS HAGALUR                                               |29120802601
 bellary           | siruguppa          | talur                     |4144| GHPS HAGALUR HOSALLI                                       |29120802701
 bellary           | siruguppa          | talur                     |4154| GHPS ULURU                                                 |29120807501
 bellary           | siruguppa          | talur                     |4155| GHPS UTHANOOR                                              |29120807701
 bellary           | siruguppa          | talur                     |4157| GLPS (SWS) UTHANOOR                                        |29120807703
 bellary           | siruguppa          | talur                     |4184| GLPS SC COLONY H HOSALLI                                   |29120802702
 bellary           | siruguppa          | talur                     |4156| GULPS UTHANOOR                                             |29120807702
 bellary           | siruguppa          | tekkalakote               |4233| GHPS       DEVI NAGAR                                      |29120808506
 bellary           | siruguppa          | tekkalakote               |4235| GHPS (HIGH SCHOOL AREA)                                    |29120808513
 bellary           | siruguppa          | tekkalakote               |4160| GHPS HALEKOTE                                              |29120802801
 bellary           | siruguppa          | tekkalakote               |4161| GHPS S.W.S. HALEKOTE                                       |29120802802
 bellary           | siruguppa          | tekkalakote               |4231| GHPS S.W.U. T.KOTE                                         |29120808504
 bellary           | siruguppa          | tekkalakote               |4234| GLPS        BOYA KERI                                      |29120808507
 bellary           | siruguppa          | tekkalakote               |4236| GLPS SATYANAGAR CAMP                                       |29120808516
 bellary           | siruguppa          | tekkalakote               |38637| GLPS SHINDOLE CAMP TKOTE                                   |29120808530
 bellary           | siruguppa          | tekkalakote               |4238| GLPS UPPERWADI T.KOTE                                      |29120808519
 bellary           | siruguppa          | tekkalakote               |4230| GMHPS    M.L.A. P.KERI                                     |29120808503
 bellary           | siruguppa          | tekkalakote               |4228| GMHPS BOYS T.KOTE                                          |29120808501
 bellary           | siruguppa          | tekkalakote               |4229| GMHPS GIRLS T.KOTE                                         |29120808502
 bellary           | siruguppa          | tekkalakote               |4237| GULPS T.KOTE                                               |29120808505
 bellary           | siruguppa          | u hosalli                 |4220| GHPS   ARALIGANOOR                                         |29120800401
 bellary           | siruguppa          | u hosalli                 |4219| GHPS  S.W.S ARALIGANOOR                                    |29120800402
 bellary           | siruguppa          | u hosalli                 |30211| GHPS BALAKUNDI                                             |29120800701
 bellary           | siruguppa          | u hosalli                 |30212| GHPS BALAKUNDI                                             |29120800702
 bellary           | siruguppa          | u hosalli                 |29928| GHPS POPPANAHAL                                            |29120806201
 bellary           | siruguppa          | u hosalli                 |4226| GHPS UPPARA HOSALLI                                        |29120807604
 bellary           | siruguppa          | u hosalli                 |4136| GHPS VENKATA KRISHANAIAH CAMP                              |29120800703
 bellary           | siruguppa          | u hosalli                 |30210| GLPS    GANDHI GRAMA                                       |29120804902
 bellary           | siruguppa          | u hosalli                 |4223| GLPS MYLAPURA                                              |29120804901
 bellary           | siruguppa          | u hosalli                 |4227| GLPS UPPARA HOSALLI                                        |29120807605
 bellary           | siruguppa          | u hosalli                 |30791| GLPS VARAMAYYA CAMP                                        |29120800705
 bidar             | aurad              | aurad east                |4442| GHPS TEACHERS COLONY AURAD B                               |29050121001
 bidar             | aurad              | aurad east                |4436| GOVT HPS HARIJANWADA                                       |29050119802
 bidar             | aurad              | aurad east                |4445| GOVT LPS NARASHIHANPUR THANDA                              |29050115401
 bidar             | aurad              | aurad east                |4444| GOVT.LPS.NARAYANPUR WADI                                   |29050111602
 bidar             | aurad              | aurad urdu                |38122| GHPS URDU KAMALNAGAR                                       |29050100152
 bidar             | aurad              | aurad urdu                |38123| GHPS URDU TORNA                                            |29050100153
 bidar             | aurad              | aurad urdu                |38235| GHS EKAMBA                                                 |29050104505
 bidar             | aurad              | aurad urdu                |38398| GLPS URDU CHONDIMUKHED                                     |29050102803
 bidar             | aurad              | aurad urdu                |38177| GLPS URDU MURKI                                            |29050110508
 bidar             | aurad              | aurad urdu                |38109| GLPS URDU NARAYANPUR                                       |29050100138
 bidar             | aurad              | aurad urdu                |38761| GLPS URDU SAWALI                                           |29050113903
 bidar             | aurad              | aurad urdu                |38187| GLPS URDU SONAL                                            |29050100150
 bidar             | aurad              | aurad urdu                |4437| GOVT HPS URDU AURAD                                        |29050100114
 bidar             | aurad              | aurad urdu                |4546| GOVT HPS URDU BELKUNI (CH)                                 |29050101202
 bidar             | aurad              | aurad urdu                |4675| GOVT HPS URDU BHANDARKAMTA                                 |29050100902
 bidar             | aurad              | aurad urdu                |38546| GOVT LPS URDU BAWALGAON                                    |29050101104
 bidar             | aurad              | aurad urdu                |4642| GOVT LPS URDU CH.DAPAKA                                    |29050115602
 bidar             | aurad              | aurad urdu                |38483| GOVT LPS URDU CHIKLI(U)                                    |29050103007
 bidar             | aurad              | aurad urdu                |4680| GOVT LPS URDU HOKARNA                                      |29050105402
 bidar             | aurad              | aurad urdu                |38360| GOVT LPS WAGANGERA                                         |29050115004
 bidar             | aurad              | aurad urdu                |38743| GOVT URDU LPS KARAKYAL                                     |29050107702
 bidar             | aurad              | aurad urdu                |38198| GOVT URDU LPS KORIYAL                                      |29050108502
 bidar             | aurad              | aurad urdu                |38308| GOVT URDU LPS MUDHOL(B)                                    |29050110810
 bidar             | aurad              | aurad west                |4441| GLPS BHAVANI NAGAR TANDA AURAD                             |29050121101
 bidar             | aurad              | aurad west                |4435| GOVT HPS BASWANGALLI  AURAD                                |29050120601
 bidar             | aurad              | aurad west                |4440| GOVT HPS DESHAMUKHA THANDA                                 |29050120902
 bidar             | aurad              | aurad west                |4439| GOVT LPS BASWANWADI THANDA                                 |29050120901
 bidar             | aurad              | aurad west                |4627| GOVT LPS DHANSING THAND                                    |29050107303
 bidar             | aurad              | aurad west                |4438| GOVT LPS INDIRANAGAR THANDA                                |29050121102
 bidar             | aurad              | aurad west                |38237| GOVT LPS TUKARAM THANDA                                    |29050104507
 bidar             | aurad              | belkuni(ch)               |38587| GLPS KANNADA PANDU TANDA                                   |29050101211
 bidar             | aurad              | belkuni(ch)               |4556| GOVT HPS  RAKASHAL(K)                                      |29050112801
 bidar             | aurad              | belkuni(ch)               |4545| GOVT HPS BELKUNI (CH)                                      |29050101201
 bidar             | aurad              | belkuni(ch)               |4551| GOVT HPS MAHADONAGHAON                                     |29050110001
 bidar             | aurad              | belkuni(ch)               |4553| GOVT HPS MUNGNAL                                           |29050110201
 bidar             | aurad              | belkuni(ch)               |38585| GOVT LPS BHOJUNAYAK THANDA                                 |29050101209
 bidar             | aurad              | belkuni(ch)               |38584| GOVT LPS GANGARAM THANDA                                   |29050101208
 bidar             | aurad              | belkuni(ch)               |38586| GOVT LPS MAANSINGH TANDA                                   |29050101210
 bidar             | aurad              | belkuni(ch)               |4554| GOVT LPS NITTUR (K)                                        |29050112301
 bidar             | aurad              | belkuni(ch)               |4468| GOVT LPS RAKASHAL (B)                                      |29050112901
 bidar             | aurad              | belkuni(ch)               |4558| GOVT LPS RAMANNA TANDA                                     |29050110005
 bidar             | aurad              | belkuni(ch)               |4552| GOVT LPS RAMATHANDA DONGAON(M)                             |29050110003
 bidar             | aurad              | belkuni(ch)               |4557| GOVT LPS SOMALA NAIK THANDA                                |29050110004
 bidar             | aurad              | belkuni(ch)               |4549| GOVT MPS HEDGAPUR                                          |29050105801
 bidar             | aurad              | belkuni(ch)               |4547| NAIKTHANDA DONGAO(M)                                       |29050101204
 bidar             | aurad              | bhandar kumta             |4684| GLPS HOKRANA THANDA                                        |29050105407
 bidar             | aurad              | bhandar kumta             |4683| GLPS KALAKASHIRAM THANDA HOKRA                             |29050105406
 bidar             | aurad              | bhandar kumta             |4682| GLPS MAHADEVA PATTY HOKRANA                                |29050105405
 bidar             | aurad              | bhandar kumta             |4676| GLPS.BAVAN MATTI THANDA                                    |29050101004
 bidar             | aurad              | bhandar kumta             |4687| GLPS.BHAVANI THANDA(B)                                     |29050115901
 bidar             | aurad              | bhandar kumta             |4677| GOVT HPS BAWALGAON                                         |29050101101
 bidar             | aurad              | bhandar kumta             |4674| GOVT HPS BHANDARKAMTA                                      |29050100901
 bidar             | aurad              | bhandar kumta             |4678| GOVT HPS DONGARGAON                                        |29050103901
 bidar             | aurad              | bhandar kumta             |4681| GOVT HPS HOKRNA (B)                                        |29050105404
 bidar             | aurad              | bhandar kumta             |4685| GOVT HPS KHERDA (B)                                        |29050107801
 bidar             | aurad              | bhandar kumta             |4688| GOVT LPS BHASUNAIK THANDA                                  |29050117001
 bidar             | aurad              | bhandar kumta             |4679| GOVT LPS DHOPARWADI                                        |29050100903
 bidar             | aurad              | bhandar kumta             |38629| GOVT LPS KALA PATTI THANDA                                 |29050105410
 bidar             | aurad              | bhandar kumta             |4686| GOVT LPS KISHAN NAIK THANDA                                |29050115801
 bidar             | aurad              | bhandar kumta             |38547| GOVT LPS SAKARAM THANDA                                    |29050101105
 bidar             | aurad              | ch dapka                  |4634| G LPS. TEJA NAIK THANDA (GANGA                             |29050104903
 bidar             | aurad              | ch dapka                  |4630| GLPS BABAN NAIK TANDA CHIKLU U                             |29050103004
 bidar             | aurad              | ch dapka                  |4636| GLPS RAMSING TANDA GANESHPUR U                             |29050105102
 bidar             | aurad              | ch dapka                  |4514| GLPS. KISHAN NAIK THANDA  DAPA                             |29050115610
 bidar             | aurad              | ch dapka                  |4631| GLPS.KHEMA THANDA  CHIKLI(U)                               |29050103005
 bidar             | aurad              | ch dapka                  |4629| GOVT HPS CHIKALI (U)                                       |29050103001
 bidar             | aurad              | ch dapka                  |4628| GOVT HPS CHONDIMUKHED                                      |29050102802
 bidar             | aurad              | ch dapka                  |4635| GOVT HPS GANESHPUR (U)                                     |29050105101
 bidar             | aurad              | ch dapka                  |4632| GOVT HPS GANGANBEED                                        |29050104901
 bidar             | aurad              | ch dapka                  |4638| GOVT HPS NANDIBIJALGAON                                    |29050112201
 bidar             | aurad              | ch dapka                  |4643| GOVT LPS AKNAPUR                                           |29050115701
 bidar             | aurad              | ch dapka                  |4633| GOVT LPS GANGANBEED THANDA                                 |29050104902
 bidar             | aurad              | ch dapka                  |4644| GOVT LPS MAILOOR THANDA                                    |29050103006
 bidar             | aurad              | ch dapka                  |4637| GOVT LPS MUTHKHED                                          |29050110701
 bidar             | aurad              | ch dapka                  |4639| GOVT LPS NANDIBIJALGAON THANDA                             |29050112202
 bidar             | aurad              | ch dapka                  |4640| GOVT LPS VASRAM NAIK THANDA                                |29050112203
 bidar             | aurad              | ch dapka                  |4641| GOVT MPS CH.DAPAK                                          |29050115601
 bidar             | aurad              | chemegaon marathi         |4481| GOVT HPS CHEMEGAON                                         |29050102901
 bidar             | aurad              | chemegaon marathi         |4485| GOVT HPS HANDIKERA                                         |29050105501
 bidar             | aurad              | chemegaon marathi         |4491| GOVT HPS MALEGAON                                          |29050110601
 bidar             | aurad              | chemegaon marathi         |4482| GOVT LPS CHEMGAON  THANDA                                  |29050102902
 bidar             | aurad              | chemegaon marathi         |4486| GOVT LPS HANDIKERA THANDA                                  |29050105502
 bidar             | aurad              | chemegaon marathi         |4492| GOVT LPS MALEGAON THANDA                                   |29050110602
 bidar             | aurad              | chemegaon marathi         |4483| GOVT.LRPS SAKUBAI CHIRKI THAND                             |29050102903
 bidar             | aurad              | chemegaon marathi         |4490| SOMATHANDA CHEMEGAO                                        |29050110504
 bidar             | aurad              | chintaki                  |38110| GLPS GURUPADAPPA THANDA                                    |29050100139
 bidar             | aurad              | chintaki                  |4451| GOVT GHPS KARANJI (K)                                      |29050107601
 bidar             | aurad              | chintaki                  |4453| GOVT GHPS MANOOR (K)                                       |29050110301
 bidar             | aurad              | chintaki                  |4456| GOVT GHPS RAIPALLI                                         |29050112701
 bidar             | aurad              | chintaki                  |4447| GOVT HPS CHINTAKI                                          |29050102701
 bidar             | aurad              | chintaki                  |4450| GOVT HPS KARANJI (B)                                       |29050107501
 bidar             | aurad              | chintaki                  |4455| GOVT HPS NAGAMPALLI                                        |29050111901
 bidar             | aurad              | chintaki                  |4454| GOVT HPS NAGMARPALLI                                       |29050111801
 bidar             | aurad              | chintaki                  |4449| GOVT LPS CHANTAKI THANDA                                   |29050102703
 bidar             | aurad              | chintaki                  |4452| GOVT LPS LINGDALLI (J)                                     |29050109501
 bidar             | aurad              | dongaon (m)               |4645| GOVT  HPS BELKONI (B)                                      |29050102001
 bidar             | aurad              | dongaon (m)               |4646| GOVT HPS BHOPALGUD                                         |29050102002
 bidar             | aurad              | dongaon (m)               |4648| GOVT HPS DONGAON (M) WADI                                  |29050104102
 bidar             | aurad              | dongaon (m)               |4652| GOVT HPS KOTGYAL                                           |29050108401
 bidar             | aurad              | dongaon (m)               |4654| GOVT LPS RANDYAL                                           |29050113101
 bidar             | aurad              | dongaon (m)               |4649| GOVT MPS DONGAON-M                                         |29050104103
 bidar             | aurad              | dongaon (m)               |4651| GOVT MPS KHATAGAON                                         |29050108301
 bidar             | aurad              | dongaon (m)               |4653| GOVT MPS MADNOOR                                           |29050111201
 bidar             | aurad              | ekamba                    |4571| GLPS AMBERNAIK TANDA HULLYAL                               |29050105303
 bidar             | aurad              | ekamba                    |38125| GLPS SANGRAM THANDA                                        |29050100155
 bidar             | aurad              | ekamba                    |38124| GLPS TOLA THANDA                                           |29050100154
 bidar             | aurad              | ekamba                    |4565| GOVT GIRLS HPS EKAMBA                                      |29050104502
 bidar             | aurad              | ekamba                    |4567| GOVT HPS GANESHPUR (A)                                     |29050104601
 bidar             | aurad              | ekamba                    |4573| GOVT HPS JAMALPUR                                          |29050106501
 bidar             | aurad              | ekamba                    |4576| GOVT LPS BHIMLA THANDA (KHANDIKERI)                        |29050109302
 bidar             | aurad              | ekamba                    |4443| GOVT LPS CHIMNAJI THANDA (HULLAYL                          |29050100128
 bidar             | aurad              | ekamba                    |4599| GOVT LPS DUDAKANAL                                         |29050103601
 bidar             | aurad              | ekamba                    |4569| GOVT LPS HULLYAL                                           |29050105301
 bidar             | aurad              | ekamba                    |4574| GOVT LPS KHANDEKERA                                        |29050107301
 bidar             | aurad              | ekamba                    |4575| GOVT LPS KHANDIKERA THANDA                                 |29050107304
 bidar             | aurad              | ekamba                    |4564| GOVT MPS EKAMBA                                            |29050104501
 bidar             | aurad              | eklara                    |4598| GOVT GHPS BARDAPUR                                         |29050100801
 bidar             | aurad              | eklara                    |4446| GOVT HPS BELDAL                                            |29050100701
 bidar             | aurad              | eklara                    |4595| GOVT HPS BORAL                                             |29050100501
 bidar             | aurad              | eklara                    |4600| GOVT HPS EKLARA                                            |29050104401
 bidar             | aurad              | eklara                    |4605| GOVT HPS KOLLUR                                            |29050107201
 bidar             | aurad              | eklara                    |4602| GOVT LPS AMBEDKAR COLOY EKALAR                             |29050104403
 bidar             | aurad              | eklara                    |4611| GOVT LPS TULJAPUR                                          |29050114301
 bidar             | aurad              | eklara                    |4601| GOVTLPS EKLAR THANDA                                       |29050104402
 bidar             | aurad              | gadikushnoor              |4521| GOVT  HPS KANDGOAL                                         |29050109201
 bidar             | aurad              | gadikushnoor              |4472| GOVT HPS ALLUR(K)                                          |29050100301
 bidar             | aurad              | gadikushnoor              |4660| GOVT HPS GADIKUSHNOOR                                      |29050105001
 bidar             | aurad              | gadikushnoor              |4522| GOVT HPS KHANAPUR                                          |29050109301
 bidar             | aurad              | gadikushnoor              |4663| GOVT HPS KOUTHA (B)                                        |29050108901
 bidar             | aurad              | gadikushnoor              |4670| GOVT LPS BANSI THANDA                                      |29050100302
 bidar             | aurad              | gadikushnoor              |4498| GOVT LPS BELUR (N)                                         |29050102601
 bidar             | aurad              | gadikushnoor              |4672| GOVT LPS GARMA THANDA                                      |29050100304
 bidar             | aurad              | gadikushnoor              |4505| GOVT LPS KASHAMPUR (B)                                     |29050109101
 bidar             | aurad              | gadikushnoor              |4669| GOVT LPS PASHAPUR                                          |29050112601
 bidar             | aurad              | gadikushnoor              |4671| GOVT LPS VITHAL THANDA                                     |29050100303
 bidar             | aurad              | gudapalli                 |4537| GOVT HPS DAMLA THANDA                                      |29050110402
 bidar             | aurad              | gudapalli                 |4500| GOVT HPS GUDAPALLI                                         |29050104801
 bidar             | aurad              | gudapalli                 |4502| GOVT HPS JOJANA                                            |29050106701
 bidar             | aurad              | gudapalli                 |4509| GOVT HPS NAGOOR (M)                                        |29050112001
 bidar             | aurad              | gudapalli                 |4510| GOVT HPS NAGOOR (N)                                        |29050112101
 bidar             | aurad              | gudapalli                 |4529| GOVT HPS UJANI                                             |29050114801
 bidar             | aurad              | gudapalli                 |4543| GOVT LPS GOPINAIK THANDA                                   |29050110403
 bidar             | aurad              | gudapalli                 |4512| GOVT LPS GUDPALLI THANDA                                   |29050114009
 bidar             | aurad              | gudapalli                 |4506| GOVT LPS LINGDALLI (K)                                     |29050109601
 bidar             | aurad              | gudapalli                 |4523| GOVT LPS MEDAPALLI                                         |29050110401
 bidar             | aurad              | gudapalli                 |4527| GOVT LPS SUNKANAL                                          |29050113301
 bidar             | aurad              | gudapalli                 |4518| GOVT LPS.BADUNAYAK THANDA                                  |29050103505
 bidar             | aurad              | holesamudra               |4589| GOVT GHPS KORIYAL                                          |29050108501
 bidar             | aurad              | holesamudra               |4583| GOVT HPS CHANDANWADI                                       |29050103301
 bidar             | aurad              | holesamudra               |4586| GOVT HPS HOLSAMUDRA                                        |29050106101
 bidar             | aurad              | holesamudra               |4584| GOVT HPS HORANDI                                           |29050105901
 bidar             | aurad              | holesamudra               |4585| GOVT HPS HULSOOR (K)                                       |29050106001
 bidar             | aurad              | holesamudra               |4588| GOVT HPS KALGAPUR                                          |29050108201
 bidar             | aurad              | holesamudra               |4587| GOVT HPS KHED                                              |29050108101
 bidar             | aurad              | holesamudra               |4590| GOVT HPS SANGAM                                            |29050113701
 bidar             | aurad              | holesamudra               |4592| GOVT HPS SAWALI                                            |29050113901
 bidar             | aurad              | holesamudra               |4582| GOVT LPS BASANAL                                           |29050102301
 bidar             | aurad              | holesamudra               |4591| GOVT MPS SONALA                                            |29050113802
 bidar             | aurad              | holesamudra               |4593| GOVT.LPS. ASHOKNAGAR(SAWLI)                                |29050113902
 bidar             | aurad              | jamagi                    |4540| GLPS DHAKU THANDA                                          |29050107109
 bidar             | aurad              | jamagi                    |5162| GLPS GHAMA THANDA                                          |29050107108
 bidar             | aurad              | jamagi                    |38112| GLPS GURUNATH THANDA                                       |29050100141
 bidar             | aurad              | jamagi                    |4533| GLPS MAHARAJ THANDA                                        |29050115205
 bidar             | aurad              | jamagi                    |4534| GLPS.POMADEVLA THANDA                                      |29050115206
 bidar             | aurad              | jamagi                    |4520| GOVT HPS JAMBAGI                                           |29050107101
 bidar             | aurad              | jamagi                    |4530| GOVT HPS WALLEPUR                                          |29050115101
 bidar             | aurad              | jamagi                    |4536| GOVT LPS JAGIRDAR THANDA                                   |29050107104
 bidar             | aurad              | jamagi                    |4538| GOVT LPS KARVAR THANDA                                     |29050117301
 bidar             | aurad              | jamagi                    |4524| GOVT LPS MAHARAJ WADI                                      |29050111401
 bidar             | aurad              | jamagi                    |4544| GOVT LPS MANIK THANDA                                      |29050107106
 bidar             | aurad              | jamagi                    |4531| GOVT LPS WALLEPUR THANDA                                   |29050115102
 bidar             | aurad              | kamalnagar                |38121| GLPS VASWASNAGAR KAMALNAGAR                                |29050100151
 bidar             | aurad              | kamalnagar                |4477| GOVT GIRLS LPS KAMALNAGAR                                  |29050108002
 bidar             | aurad              | kamalnagar                |4473| GOVT HPS BALUR (K)                                         |29050101901
 bidar             | aurad              | kamalnagar                |4474| GOVT HPS CHANDESHWAR                                       |29050103201
 bidar             | aurad              | kamalnagar                |4475| GOVT HPS DIGGI                                             |29050104001
 bidar             | aurad              | kamalnagar                |4479| GOVT HPS MURUG (K)                                         |29050111501
 bidar             | aurad              | kamalnagar                |4480| GOVT LPS RAMPUR                                            |29050113001
 bidar             | aurad              | kamalnagar                |4476| GOVT MPS KAMALNAGAR                                        |29050108001
 bidar             | aurad              | koudgoan                  |4659| GOVT HPS DUPATHMAHAGAON                                    |29050103801
